date,home_team,away_team,elo_home_pre,elo_away_pre,home_score,away_score,tournament,neutral
1949-04-25,Haiti,Trinidad and Tobago,1405.9386067681203,1631.9852191329,5,0,Friendly,False
1949-04-25,Uruguay,Colombia,1672.86453956726,1334.901333249808,2,2,Copa América,True
1949-04-27,Bolivia,Peru,1337.587721598998,1513.0176580145483,0,3,Copa América,True
1949-04-27,Chile,Paraguay,1513.8040382162428,1685.121200781953,2,4,Copa América,True
1949-04-27,Scotland,France,1667.9553899902878,1569.5661594181026,2,0,Friendly,False
1949-04-30,Bolivia,Paraguay,1314.2245168701118,1705.4962324284802,0,7,Copa América,True
1949-04-30,Brazil,Uruguay,1794.9919562783537,1654.1169327947184,5,1,Copa América,False
1949-04-30,Chile,Peru,1493.4290065697155,1536.3808627434346,0,3,Copa América,True
1949-05-01,Ethiopia,Djibouti,1536.9978657899212,1463.0021342100788,6,0,Friendly,False
1949-05-02,Jamaica,Trinidad and Tobago,1442.0403824143386,1605.031812617646,3,1,Friendly,False
1949-05-03,Colombia,Ecuador,1353.6489400223495,1125.0700698345934,1,4,Copa América,True
1949-05-04,Jamaica,Trinidad and Tobago,1459.7305294225314,1587.3416656094532,2,1,Friendly,False
1949-05-04,Peru,Uruguay,1574.7496386611733,1635.3713384277125,4,3,Copa América,True
1949-05-05,Guernsey,Jersey,1562.138614965669,1676.1279638467965,1,2,Muratti Vase,False
1949-05-06,Bolivia,Colombia,1303.5203981407521,1284.6566735102956,4,0,Copa América,True
1949-05-07,Jamaica,Trinidad and Tobago,1470.523572971546,1576.5486220604387,1,2,Friendly,False
1949-05-08,Brazil,Paraguay,1813.7375506453595,1716.2003511578398,1,2,Copa América,False
1949-05-08,Chile,Uruguay,1455.0602306519768,1606.0529909826087,3,1,Copa América,True
1949-05-08,Hungary,Austria,1724.6439274262793,1659.9788303630937,6,1,Central European International Cup,False
1949-05-08,Romania,Poland,1444.04559388994,1443.1820963069713,2,1,Friendly,False
1949-05-09,Puerto Rico,Trinidad and Tobago,1322.616459946814,1586.3752245891558,2,8,Friendly,False
1949-05-09,Cuba,Martinique,1460.4375096250337,1564.333802784966,0,0,Friendly,True
1949-05-11,Brazil,Paraguay,1775.880068007489,1754.0578337957104,7,0,Copa América,False
1949-05-11,Puerto Rico,Trinidad and Tobago,1310.7011139042954,1598.2905706316744,0,7,Friendly,False
1949-05-12,Egypt,Turkey,1546.0691076861087,1437.9969160994735,2,3,Friendly,True
1949-05-12,Suriname,Cuba,1545.1042294248425,1463.3418257278138,0,1,Friendly,False
1949-05-13,Sweden,England,1708.1791176063246,1791.9130530025304,3,1,Friendly,False
1949-05-14,Cuba,Dominican Republic,1478.1431337404726,1500.0,0,1,Friendly,True
1949-05-15,Greece,Turkey,1295.5290553642067,1451.010897864472,1,2,Friendly,False
1949-05-15,Portugal,Wales,1499.7103182521432,1582.5379836583543,3,2,Friendly,False
1949-05-18,Greece,Egypt,1287.1125141825116,1533.0551259211102,1,3,Friendly,False
1949-05-18,Norway,England,1450.2037631748158,1777.6148028209786,1,4,Friendly,False
1949-05-22,Italy,Austria,1860.4684757026598,1643.2202507051115,3,1,Central European International Cup,False
1949-05-22,Republic of Ireland,Portugal,1476.0237780354998,1509.2164608182493,1,0,Friendly,False
1949-05-22,Belgium,Wales,1422.1834783494567,1573.0318410922482,3,1,Friendly,False
1949-05-22,Czechoslovakia,Romania,1618.5230625302809,1451.221406738096,3,2,Friendly,False
1949-05-22,France,England,1562.3076701972625,1785.0572134125066,1,3,Friendly,False
1949-05-26,Switzerland,Wales,1544.3831712330632,1555.8520816026628,4,0,Friendly,False
1949-06-02,Sweden,Republic of Ireland,1722.4773677878763,1484.1242624317829,3,1,FIFA World Cup qualification,False
1949-06-04,France,Switzerland,1552.3971747206851,1558.456217101162,4,2,Friendly,False
1949-06-12,Denmark,Netherlands,1571.7867102395987,1533.1520467007351,1,2,Friendly,False
1949-06-12,Hungary,Italy,1741.4025070842615,1866.709448700779,1,1,Central European International Cup,False
1949-06-12,Republic of Ireland,Spain,1476.6361121304167,1628.3934149589302,1,4,Friendly,False
1949-06-16,Finland,Netherlands,1200.9049137691627,1546.9431705228126,1,4,Friendly,False
1949-06-16,Madagascar,Mauritius,1495.6689121560403,1544.8371322771054,1,3,Friendly,True
1949-06-19,United States,Scotland,1427.8211302851691,1675.213879211128,0,4,Friendly,False
1949-06-19,Sweden,Hungary,1729.9655180892426,1742.4931674109462,2,2,Friendly,False
1949-06-19,France,Spain,1563.4374456804671,1643.3055637000462,1,5,Friendly,False
1949-06-19,Norway,Yugoslavia,1442.7613525832878,1601.5390929372356,1,3,Friendly,False
1949-06-19,Poland,Denmark,1436.0062834588152,1557.9955864175213,1,2,Friendly,False
1949-06-26,Switzerland,Luxembourg,1547.4159461413801,1274.3685358271973,5,2,FIFA World Cup qualification,False
1949-07-01,Martinique,Trinidad and Tobago,1561.429486682186,1609.6996041836942,2,0,Friendly,False
1949-07-08,Finland,Norway,1194.0714891900573,1430.2750561063071,1,1,Nordic Championship,False
1949-07-10,Hungary,Poland,1744.9589443415173,1426.6383427603762,8,2,Friendly,False
1949-07-30,Curaçao,Aruba,1588.7081508462957,1488.1951424678568,3,0,Friendly,False
1949-07-30,Israel,Cyprus,1376.1956624420754,1500.0,3,1,Friendly,False
1949-08-03,El Salvador,Panama,1463.5840293770777,1555.0551788810417,3,1,Friendly,False
1949-08-04,El Salvador,Panama,1478.2158832477162,1540.4233250104032,2,3,Friendly,False
1949-08-07,Denmark,Iceland,1567.3635271159603,1462.098875399952,5,1,Friendly,False
1949-08-14,Suriname,French Guiana,1530.3029214121837,1440.3807507928123,5,0,Friendly,False
1949-08-19,Suriname,French Guiana,1540.342967638519,1430.340704566477,2,1,Friendly,False
1949-08-21,Yugoslavia,Israel,1614.0253894142163,1392.2217732123231,6,0,FIFA World Cup qualification,False
1949-09-04,Czechoslovakia,Bulgaria,1622.0575142741602,1383.7628241326759,1,3,Friendly,False
1949-09-04,Mexico,United States,1646.2603760924865,1416.5802868253336,6,0,NAFC Championship,False
1949-09-08,Republic of Ireland,Finland,1461.7239633893007,1199.6680638140817,3,0,FIFA World Cup qualification,False
1949-09-11,Denmark,Finland,1576.1672122208995,1191.9228565733288,0,2,Nordic Championship,False
1949-09-11,Mexico,Cuba,1654.570741762939,1468.771396344367,2,0,NAFC Championship,False
1949-09-11,Norway,Denmark,1424.6784814822827,1533.7772802697652,0,2,Nordic Championship,False
1949-09-14,Cuba,United States,1461.4922120897288,1408.269921154881,1,1,NAFC Championship,True
1949-09-18,Mexico,United States,1661.8499260175772,1410.5499059800693,6,2,FIFA World Cup qualification,False
1949-09-18,Luxembourg,Switzerland,1267.0485451700888,1554.7359367984886,2,3,FIFA World Cup qualification,False
1949-09-18,Israel,Yugoslavia,1380.6970113145217,1625.5501513120178,2,5,FIFA World Cup qualification,False
1949-09-21,England,Republic of Ireland,1794.967708889084,1469.4691706300537,0,2,Friendly,False
1949-09-21,United States,Cuba,1401.7833807026498,1459.2122272645406,5,2,FIFA World Cup qualification,True
1949-09-25,Austria,Czechoslovakia,1636.9792777069924,1595.802691438787,3,1,Central European International Cup,False
1949-09-25,Mexico,Cuba,1670.6164512949968,1418.4790732802269,3,0,FIFA World Cup qualification,False
1949-10-01,Northern Ireland,Scotland,1412.51969411451,1686.4547226709635,2,8,FIFA World Cup qualification,False
1949-10-02,Belgium,Switzerland,1439.363237839042,1564.8730327936025,3,0,Friendly,False
1949-10-02,Poland,Bulgaria,1423.1294947060228,1410.0176469680491,3,2,Friendly,False
1949-10-02,Sweden,Finland,1727.4997411586714,1234.312788524463,8,1,Nordic Championship,False
1949-10-02,Sweden,Norway,1729.648973235343,1402.7675868935753,3,3,Nordic Championship,False
1949-10-07,Réunion,Mauritius,1459.4939555668543,1557.728427969462,0,6,Friendly,False
1949-10-08,Sierra Leone,Nigeria,1500.0,1500.0,0,2,Friendly,False
1949-10-09,Finland,Republic of Ireland,1232.1635564477915,1497.0846239374898,1,1,FIFA World Cup qualification,False
1949-10-09,Yugoslavia,France,1646.7484876153965,1543.6022059685313,1,1,FIFA World Cup qualification,False
1949-10-10,Réunion,Madagascar,1438.1359725620093,1482.7776164636837,1,3,Friendly,False
1949-10-15,Wales,England,1541.7790357345639,1767.3522555816478,1,4,FIFA World Cup qualification,False
1949-10-16,Austria,Hungary,1650.8086856054745,1748.4677923958707,3,4,Friendly,False
1949-10-23,Denmark,Sweden,1555.6881748584726,1717.016105336353,3,2,Nordic Championship,False
1949-10-23,Lithuania,Estonia,1257.2263713934433,1251.8989269397443,2,1,Baltic Cup,False
1949-10-23,Romania,Albania,1447.6869549942166,1459.5613159850382,1,1,Friendly,False
1949-10-24,Latvia,Estonia,1384.631935493076,1241.311909109198,2,1,Baltic Cup,True
1949-10-25,Lithuania,Latvia,1267.8133892239896,1393.772931237375,1,0,Baltic Cup,False
1949-10-30,Hungary,Bulgaria,1758.5351676989667,1403.1629217569616,5,0,Friendly,False
1949-10-30,France,Yugoslavia,1554.1236967264283,1636.2269968574994,1,1,FIFA World Cup qualification,False
1949-10-30,Czechoslovakia,Poland,1581.973283540305,1429.9842199171103,2,0,Friendly,False
1949-11-06,Netherlands,Belgium,1553.776595101918,1458.1458379654525,0,1,Friendly,False
1949-11-06,Poland,Albania,1424.2867841185032,1462.044744618352,2,1,Friendly,False
1949-11-09,Scotland,Wales,1709.293850989829,1518.905552981553,2,0,FIFA World Cup qualification,False
1949-11-13,France,Czechoslovakia,1553.094390083204,1587.670719338912,1,0,Friendly,False
1949-11-13,Republic of Ireland,Sweden,1488.2451499892118,1699.395526604781,1,3,FIFA World Cup qualification,False
1949-11-13,Yugoslavia,Austria,1637.2563035007238,1640.7413103023785,2,5,Friendly,False
1949-11-16,England,Northern Ireland,1790.2257383346587,1389.6805657956445,9,2,FIFA World Cup qualification,False
1949-11-17,Bulgaria,Albania,1400.4518018528536,1453.8172924637463,0,0,Friendly,False
1949-11-20,Hungary,Sweden,1761.2462876030747,1720.1125840522786,5,0,Friendly,False
1949-11-20,Turkey,Syria,1459.4274390461671,1500.0,7,0,FIFA World Cup qualification,False
1949-11-23,Wales,Belgium,1509.4129697856288,1473.248359195412,5,1,Friendly,False
1949-11-25,Greece,Syria,1278.0671859184654,1462.622870919758,8,0,Friendly,False
1949-11-29,Albania,Romania,1455.151538411417,1445.2035263609027,1,4,Friendly,False
1949-11-30,England,Italy,1795.0031408669342,1865.6187883740943,2,0,Friendly,False
1949-12-06,Zanzibar,Kenya,1470.7095168669575,1455.8669326906754,2,3,Friendly,False
1949-12-08,Kenya,Tanzania,1469.0570234544932,1451.9590311481793,0,2,Friendly,True
1949-12-11,France,Yugoslavia,1561.2332909510378,1615.0162405010437,2,3,FIFA World Cup qualification,True
1949-12-11,Netherlands,Denmark,1538.6740738719586,1573.3087535900445,0,1,Friendly,False
1949-12-18,Cuba,Jamaica,1410.331748266358,1460.6969704428288,2,5,Friendly,True
1949-12-19,Haiti,Jamaica,1432.8920132833744,1475.6777439431273,2,0,Friendly,False
1949-12-20,Haiti,Cuba,1445.4439636727384,1395.3509747660596,3,0,Friendly,False
1950-01-24,Zambia,DR Congo,1516.0579175667351,1487.73679312518,1,0,Friendly,False
1950-02-17,Egypt,Greece,1542.1004541851564,1307.4857669678743,2,0,Friendly,False
1950-02-26,Bolivia,Chile,1347.8528570648855,1507.9034245142323,2,0,Friendly,False
1950-02-26,Croatia,Serbia,1554.476272677028,1500.0,4,1,Friendly,False
1950-03-05,Italy,Belgium,1851.8843966870925,1461.4922677124766,3,1,Friendly,False
1950-03-08,Wales,Northern Ireland,1521.169061268564,1384.903163263369,0,0,FIFA World Cup qualification,False
1950-03-12,Chile,Bolivia,1490.3363448707225,1365.4199367083952,5,0,Friendly,False
1950-03-19,Austria,Switzerland,1662.9813733020585,1546.090432667192,3,3,Central European International Cup,False
1950-03-22,Guyana,Trinidad and Tobago,1420.0567093109548,1596.9166044488961,0,1,Friendly,False
1950-03-24,Guyana,Trinidad and Tobago,1412.2335202565837,1604.7397935032673,1,4,Friendly,False
1950-03-25,Argentina,Paraguay,1919.0014823126435,1716.7605077325295,2,2,Copa Chevallier Boutell,False
1950-03-27,Guyana,Trinidad and Tobago,1399.2859032697868,1617.6874104900642,1,0,Friendly,False
1950-03-29,Guyana,Trinidad and Tobago,1412.567700808221,1604.40561295163,1,2,Friendly,False
1950-03-29,Argentina,Paraguay,1908.4814842396665,1727.2805058055064,4,0,Copa Chevallier Boutell,False
1950-03-30,Guernsey,Alderney,1547.7422575262574,1261.7334211875345,3,1,Muratti Vase,False
1950-04-02,Austria,Italy,1654.6700424783141,1853.567333781961,1,0,Central European International Cup,False
1950-04-02,Spain,Portugal,1663.140803411982,1501.1159764219663,5,1,FIFA World Cup qualification,False
1950-04-07,Chile,Uruguay,1498.938524078906,1553.2097971203532,1,5,Friendly,False
1950-04-09,Chile,Uruguay,1477.734841531352,1574.4134796679073,2,1,Friendly,False
1950-04-09,Portugal,Spain,1487.527063448112,1676.7297163858364,2,2,FIFA World Cup qualification,False
1950-04-14,Mauritius,Réunion,1579.086410974307,1420.7659822885719,15,2,Friendly,True
1950-04-15,Scotland,England,1718.7864341857533,1808.737532553936,0,1,FIFA World Cup qualification,False
1950-04-16,South Korea,Taiwan,1520.7510846300283,1500.0,3,1,Friendly,True
1950-04-16,Belgium,Netherlands,1459.809330617608,1526.814596080432,2,0,Friendly,False
1950-04-26,Scotland,Switzerland,1698.208134157035,1554.4017634909364,3,1,Friendly,False
1950-04-30,Hungary,Czechoslovakia,1773.5411966701258,1579.5318184710782,5,0,Friendly,False
1950-04-30,Paraguay,Uruguay,1717.9778208469831,1564.5090732348663,3,2,Friendly,True
1950-05-01,Albania,Poland,1432.291310360871,1432.514236273109,0,0,Friendly,False
1950-05-04,Jersey,Guernsey,1690.524321286208,1552.1427261604874,0,2,Muratti Vase,False
1950-05-06,Brazil,Uruguay,1813.1773940706698,1558.6597526634503,3,4,Copa Rio Branco,False
1950-05-07,Brazil,Paraguay,1786.627051895114,1723.8271414183992,2,0,Copa Oswaldo Cruz,False
1950-05-10,Belgium,Republic of Ireland,1473.3891003662864,1467.5280925417142,5,1,Friendly,False
1950-05-13,Brazil,Paraguay,1799.2934746616436,1711.1607186518695,3,3,Copa Oswaldo Cruz,False
1950-05-14,Brazil,Uruguay,1791.8817540144098,1585.2100948390062,3,2,Copa Rio Branco,False
1950-05-14,Poland,Romania,1435.3096223904654,1468.0637544114488,3,3,Friendly,False
1950-05-14,Austria,Hungary,1673.828081732973,1779.7593320318138,5,3,Friendly,False
1950-05-14,Portugal,England,1492.5520500140474,1829.3158325826544,3,5,Friendly,False
1950-05-18,Belgium,England,1486.596582093713,1835.4288074480235,1,4,Friendly,False
1950-05-21,Portugal,Scotland,1486.4390751486783,1704.1261523651115,2,2,Friendly,False
1950-05-21,Romania,Czechoslovakia,1469.9754341575963,1573.3136831093902,1,1,Friendly,False
1950-05-27,France,Scotland,1544.3047914124093,1700.862715469988,0,1,Friendly,False
1950-05-28,Ghana,Nigeria,1500.0,1519.2019499940866,1,0,Friendly,False
1950-05-28,Turkey,Iran,1496.804568126409,1483.5167744169385,6,1,Friendly,False
1950-05-28,Yugoslavia,Denmark,1631.9447400396723,1585.168231381571,5,1,Friendly,False
1950-06-04,Albania,Bulgaria,1429.4959242435145,1399.1175559051828,2,1,Friendly,False
1950-06-04,Belgium,France,1479.8511709131653,1535.9184308727617,4,1,Friendly,False
1950-06-04,Poland,Hungary,1433.397942644318,1764.5032842454514,2,5,Friendly,False
1950-06-08,Sweden,Netherlands,1707.8176749852275,1513.2348263317538,4,1,Friendly,False
1950-06-11,Switzerland,Yugoslavia,1548.48374528286,1643.213525810728,0,4,Friendly,False
1950-06-11,Finland,Netherlands,1241.0030303960696,1507.8091097002348,4,1,Friendly,False
1950-06-14,Zimbabwe,Australia,1496.205289308085,1602.5464302133491,0,5,Friendly,False
1950-06-17,Zimbabwe,Australia,1476.5702741954417,1622.1814453259924,1,4,Friendly,False
1950-06-22,Denmark,Norway,1573.8994456105154,1415.4004547925654,4,0,Nordic Championship,False
1950-06-24,Brazil,Mexico,1796.265423222749,1678.7637763088655,4,0,FIFA World Cup,False
1950-06-24,South Africa,Australia,1597.2439796573597,1637.3971616466965,3,2,Friendly,False
1950-06-25,Chile,England,1487.639247964393,1842.1742186285712,0,2,FIFA World Cup,True
1950-06-25,Denmark,Norway,1584.2616025832622,1405.0382978198186,1,4,Friendly,False
1950-06-25,Italy,Sweden,1834.409294527302,1713.2433916167465,2,3,FIFA World Cup,True
1950-06-25,Spain,United States,1671.7047298199009,1442.5165346869635,3,1,FIFA World Cup,True
1950-06-25,Switzerland,Yugoslavia,1529.4493500141562,1662.2479210794318,0,3,FIFA World Cup,True
1950-06-28,Mexico,Yugoslavia,1653.7497181909985,1695.6044153941157,1,4,FIFA World Cup,True
1950-06-28,Brazil,Switzerland,1821.279481340616,1496.0928556994722,2,2,FIFA World Cup,False
1950-06-29,Chile,Spain,1477.291188110014,1690.6886606234004,0,2,FIFA World Cup,True
1950-06-29,England,United States,1852.5222784829502,1423.532603883464,0,1,FIFA World Cup,True
1950-06-29,Paraguay,Sweden,1718.5724392991033,1753.3012140227174,2,2,FIFA World Cup,True
1950-07-01,Brazil,Yugoslavia,1796.0564630237031,1741.810289768318,2,0,FIFA World Cup,False
1950-07-01,South Africa,Australia,1605.5382864208143,1629.102854883242,2,1,Friendly,False
1950-07-02,Mexico,Switzerland,1607.5438438167962,1521.3158740163851,1,2,FIFA World Cup,True
1950-07-02,Bolivia,Uruguay,1356.8177575002117,1580.826425630667,0,8,FIFA World Cup,True
1950-07-02,Chile,United States,1456.9098755305595,1478.8509927583787,5,2,FIFA World Cup,True
1950-07-02,England,Spain,1797.2038896080355,1711.069973202855,0,1,FIFA World Cup,True
1950-07-02,Italy,Paraguay,1794.3514721213312,1721.561215274874,2,0,FIFA World Cup,True
1950-07-08,South Africa,Australia,1613.3731167043964,1621.2680245996598,1,2,Friendly,False
1950-07-09,Brazil,Sweden,1822.2951380231975,1750.3124380469467,7,1,FIFA World Cup,False
1950-07-09,Spain,Uruguay,1748.358658327268,1611.597571801519,2,2,FIFA World Cup,True
1950-07-11,Madagascar,Réunion,1500.1476067371211,1403.5627543986052,2,3,Friendly,False
1950-07-11,Madagascar,Mauritius,1485.0248025987328,1596.2896388642737,1,5,Friendly,False
1950-07-13,Brazil,Spain,1856.836125644149,1737.1240952530402,6,1,FIFA World Cup,False
1950-07-13,Sweden,Uruguay,1715.7714504259952,1622.8321348757468,2,3,FIFA World Cup,True
1950-07-16,Brazil,Uruguay,1883.2547096449687,1660.6710702624785,1,2,FIFA World Cup,False
1950-07-16,Spain,Sweden,1710.7055112522205,1677.9325150392635,1,3,FIFA World Cup,True
1950-07-16,Zambia,Zimbabwe,1522.5237932488785,1461.3545578747376,3,2,Friendly,False
1950-07-23,South Africa,Australia,1600.7825237441962,1633.85861755986,0,2,Friendly,False
1950-08-15,Norway,Luxembourg,1434.1947520995243,1256.911449174975,2,2,Friendly,False
1950-08-27,Suriname,Guyana,1544.9409879764053,1405.1511183758898,0,1,Friendly,False
1950-08-27,Finland,Denmark,1266.3137859730052,1555.1051483035565,1,2,Nordic Championship,False
1950-08-27,Bulgaria,Czechoslovakia,1392.703388023134,1573.2176035375996,1,2,Friendly,False
1950-08-31,Suriname,Guyana,1528.9600713225395,1421.1320350297556,3,0,Friendly,False
1950-09-02,El Salvador,Guatemala,1467.1323959465951,1486.4722784614983,2,1,Friendly,True
1950-09-03,Suriname,Guyana,1537.0844250750004,1413.0076812772948,4,1,Friendly,False
1950-09-03,Sweden,Yugoslavia,1727.1647419005972,1715.5716147688236,1,2,Friendly,False
1950-09-06,El Salvador,Guatemala,1477.6884682898826,1475.9162061182108,2,0,Friendly,True
1950-09-07,Finland,Yugoslavia,1258.746978582488,1728.6774476378964,3,2,Friendly,False
1950-09-10,Denmark,Yugoslavia,1562.6719556940736,1710.8027141651953,1,4,Friendly,False
1950-09-10,Norway,Finland,1427.5651011201398,1276.6217120551892,4,1,Nordic Championship,False
1950-09-24,Hungary,Albania,1771.8218400721507,1435.9100921255633,12,0,Friendly,False
1950-09-24,Norway,Sweden,1437.5843229273473,1714.0589090315243,1,3,Nordic Championship,False
1950-09-24,Finland,Sweden,1266.6024902479817,1726.0213839576973,0,1,Nordic Championship,False
1950-10-07,Northern Ireland,England,1396.7339141638865,1759.9152044836226,1,4,British Home Championship,False
1950-10-08,Austria,Yugoslavia,1689.0841295193354,1725.8938037304524,7,2,Friendly,False
1950-10-08,Romania,Albania,1470.0715137293869,1431.5856260972123,6,0,Friendly,False
1950-10-10,Tanzania,Zanzibar,1467.6966154787744,1457.5194261031397,4,0,Friendly,True
1950-10-11,Kenya,Uganda,1453.319439123898,1621.4645192941878,3,1,Friendly,False
1950-10-14,Jamaica,Haiti,1463.1257935537633,1455.8215801980316,2,1,Friendly,False
1950-10-14,Kenya,Tanzania,1471.2243435122066,1485.8975417805177,1,1,Friendly,False
1950-10-15,Sweden,Denmark,1729.3858364077425,1547.5808661288165,4,0,Nordic Championship,False
1950-10-15,Switzerland,Netherlands,1558.6122004838871,1482.4983541232991,7,5,Friendly,False
1950-10-16,Kenya,Tanzania,1468.816653486305,1488.3052318064192,1,2,Friendly,False
1950-10-21,Wales,Scotland,1509.3383103680465,1709.2490760096355,1,3,British Home Championship,False
1950-10-22,Poland,Czechoslovakia,1426.0793868176186,1580.940829306155,1,4,Friendly,False
1950-10-26,Iran,Afghanistan,1469.81644884063,1481.1391254604202,4,0,Friendly,False
1950-10-28,Israel,Turkey,1359.498675011143,1510.5048937027175,5,1,Friendly,False
1950-10-29,Hungary,Austria,1776.1463061005018,1705.4861868866933,4,3,Friendly,False
1950-10-30,Bulgaria,Poland,1384.9801622545788,1411.3199657251528,0,1,Friendly,False
1950-11-01,France,Belgium,1520.6195622138873,1495.1500395720398,3,3,Friendly,False
1950-11-01,Scotland,Northern Ireland,1725.4514767554815,1387.2734159222389,6,1,British Home Championship,False
1950-11-05,Austria,Denmark,1700.0378647840482,1538.3051447722535,5,1,Friendly,False
1950-11-05,Yugoslavia,Norway,1709.4917463630945,1425.6218480011744,4,0,Friendly,False
1950-11-12,Belgium,Netherlands,1498.6121321536154,1474.5112065834528,7,2,Friendly,False
1950-11-12,Bulgaria,Hungary,1372.8912558633233,1781.5946282031468,1,1,Friendly,False
1950-11-12,Switzerland,Sweden,1566.5993480237335,1738.6615577643056,4,2,Friendly,False
1950-11-15,England,Wales,1769.3757027252702,1493.1359096222004,4,2,British Home Championship,False
1950-11-18,Curaçao,Suriname,1597.098156615291,1544.6399285338412,2,3,Friendly,True
1950-11-22,England,Yugoslavia,1774.0045386740355,1713.1997419402715,2,2,Friendly,False
1950-11-22,Germany,Switzerland,1738.4625927577579,1584.6666644157606,1,0,Friendly,False
1950-11-22,Trinidad and Tobago,Curaçao,1611.8221953839611,1585.5996572927334,3,2,Friendly,False
1950-11-25,Trinidad and Tobago,Suriname,1618.341041415592,1556.1384278563987,5,0,Friendly,False
1950-11-26,Republic of Ireland,Norway,1454.3206108142874,1421.9138524239975,2,2,Friendly,False
1950-11-28,Curaçao,Suriname,1579.0808112611026,1544.8515488944092,3,0,Friendly,True
1950-11-30,Trinidad and Tobago,Suriname,1629.6279203775814,1529.070087753791,1,1,Friendly,False
1950-12-02,Trinidad and Tobago,Curaçao,1624.421268928148,1594.8622724017207,5,1,Friendly,False
1950-12-03,Turkey,Israel,1489.0218558018594,1380.981712912001,3,2,Friendly,False
1950-12-05,Guadeloupe,Trinidad and Tobago,1489.1561158722384,1636.48639940314,0,1,Friendly,False
1950-12-10,France,Netherlands,1517.1574696323116,1461.365957604454,5,2,Friendly,False
1950-12-13,Scotland,Austria,1729.909821678991,1706.8416811589843,0,1,Friendly,False
1951-02-06,France,Yugoslavia,1527.2972107469318,1717.5236489566503,2,1,Friendly,False
1951-02-18,Spain,Switzerland,1661.4732843908869,1580.9002744212203,6,3,Friendly,False
1951-02-24,Zimbabwe,Zambia,1455.6869892951215,1528.1913618284946,2,1,Friendly,False
1951-02-25,Costa Rica,Nicaragua,1616.5252431823533,1262.535671610179,8,1,CCCF Championship,True
1951-02-27,Panama,Costa Rica,1551.5068123115243,1624.3078788907678,2,0,CCCF Championship,False
1951-02-28,Panama,Nicaragua,1572.2489932602862,1254.7530359017644,4,0,CCCF Championship,False
1951-03-02,Panama,Costa Rica,1576.9133224046896,1603.565697942006,1,1,CCCF Championship,False
1951-03-03,Nicaragua,Costa Rica,1250.088706757361,1606.6861491361506,1,4,CCCF Championship,True
1951-03-04,Panama,Nicaragua,1573.792871210545,1244.1154760231777,6,2,CCCF Championship,False
1951-03-05,Iran,Myanmar,1483.8820947319298,1500.0,2,0,Asian Games,True
1951-03-05,India,Indonesia,1516.590247595082,1452.0853112006168,3,0,Asian Games,False
1951-03-07,India,Afghanistan,1531.2637500657968,1467.0734795691205,3,0,Asian Games,False
1951-03-07,Northern Ireland,Wales,1382.8150709987294,1488.5070736734351,1,2,British Home Championship,False
1951-03-07,Iran,Japan,1507.425145440118,1561.2534508463618,0,0,Asian Games,True
1951-03-08,Iran,Japan,1509.730682733529,1558.947913552951,3,2,Asian Games,True
1951-03-09,Japan,Afghanistan,1541.837135141882,1452.3808191335813,2,0,Asian Games,True
1951-03-10,India,Iran,1545.956410501336,1526.8414611445978,1,0,Asian Games,False
1951-03-19,Barbados,Grenada,1352.14223799586,1541.230637776899,1,3,Friendly,False
1951-03-19,Martinique,Guadeloupe,1574.2124864169841,1480.510026023894,3,0,Friendly,False
1951-03-21,Barbados,Grenada,1340.9063562163958,1552.466519556363,3,2,Friendly,False
1951-04-08,Portugal,Italy,1489.7025120438018,1830.0592078672714,1,4,Friendly,False
1951-04-12,Jersey,Alderney,1654.6259774521618,1257.3329525533045,8,1,Muratti Vase,False
1951-04-14,England,Scotland,1769.6806316576567,1716.508706911675,2,3,British Home Championship,False
1951-04-15,Switzerland,Germany,1571.756389571211,1742.2289827522982,2,3,Friendly,False
1951-04-15,Netherlands,Belgium,1451.2262164898339,1511.7573811326142,5,4,Friendly,False
1951-05-03,Guernsey,Jersey,1588.0410699945337,1658.2730805716749,3,1,Muratti Vase,False
1951-05-06,Italy,Yugoslavia,1837.0742840196408,1704.983569403029,0,0,Friendly,False
1951-05-09,England,Argentina,1748.465223383828,1917.7841691981898,2,1,Friendly,False
1951-05-12,Northern Ireland,France,1368.0607925248094,1539.8372903005531,2,2,Friendly,False
1951-05-12,Scotland,Denmark,1737.7241151855037,1531.5013283973174,3,1,Friendly,False
1951-05-12,Wales,Portugal,1503.2613521473552,1482.6874358914324,2,1,Friendly,False
1951-05-13,Republic of Ireland,Argentina,1450.6840106345505,1905.8150682329183,0,1,Friendly,False
1951-05-16,Scotland,France,1742.1174651456324,1537.800293615106,1,0,Friendly,False
1951-05-16,Wales,Switzerland,1509.923876902741,1563.757386741853,3,2,Friendly,False
1951-05-17,Guadeloupe,Martinique,1471.8673960031551,1582.855116437723,1,1,Friendly,False
1951-05-19,England,Portugal,1760.4343243490996,1476.0249111360465,5,2,Friendly,False
1951-05-20,Belgium,Scotland,1502.8885238911628,1745.0738953733246,0,5,Friendly,False
1951-05-20,Czechoslovakia,Romania,1595.7002503986207,1483.2731685304002,2,2,Friendly,False
1951-05-25,Barbados,Jamaica,1354.0113318066499,1470.1319213800014,3,0,Friendly,False
1951-05-26,Barbados,Jamaica,1372.322728383866,1451.8205248027853,0,1,Friendly,False
1951-05-27,Austria,Scotland,1720.2427959263002,1757.317311017819,4,0,Friendly,False
1951-05-27,Hungary,Poland,1774.4880099254117,1423.4088721164082,6,0,Friendly,False
