date,home_team,away_team,elo_home_pre,elo_away_pre,home_score,away_score,tournament,neutral
1991-07-09,Ecuador,Uruguay,1558.2491866917853,1753.8561722309937,1,1,Copa América,True
1991-07-10,Malawi,Kenya,1437.9449456834013,1479.0550004315646,1,1,Friendly,False
1991-07-10,Chile,Argentina,1730.5568678631726,1843.8081186659385,0,1,Copa América,False
1991-07-10,Paraguay,Venezuela,1697.8345121815664,1269.1740572327867,5,0,Copa América,True
1991-07-11,Brazil,Uruguay,1902.981684861635,1741.1011343621233,1,1,Copa América,True
1991-07-11,Bolivia,Colombia,1506.8661811907414,1734.6638149039889,0,0,Copa América,True
1991-07-12,Argentina,Paraguay,1867.8550765998464,1705.6508416856307,4,1,Copa América,True
1991-07-12,Egypt,Chad,1679.7692438159472,1450.2455253677351,5,1,African Cup of Nations qualification,False
1991-07-12,Peru,Venezuela,1459.2768232337442,1261.3577277287225,5,1,Copa América,True
1991-07-13,Bolivia,Ecuador,1521.252783580014,1571.0042245606558,0,4,Copa América,True
1991-07-13,Brazil,Colombia,1892.1090670503138,1720.2772125147162,0,2,Copa América,True
1991-07-13,Burkina Faso,Ghana,1512.8197113656868,1633.346303040781,2,1,African Cup of Nations qualification,False
1991-07-14,Togo,Benin,1476.292074873785,1318.5506874676028,2,0,African Cup of Nations qualification,False
1991-07-14,Kenya,Mozambique,1480.7339414318858,1475.1323063737807,1,0,African Cup of Nations qualification,False
1991-07-14,Zimbabwe,Congo,1549.4270633945303,1585.7981625206035,2,2,African Cup of Nations qualification,False
1991-07-14,Zambia,Madagascar,1601.2827120358731,1582.2376734514683,2,1,African Cup of Nations qualification,False
1991-07-14,Guinea,Mali,1521.254725504254,1529.1458990965948,2,1,African Cup of Nations qualification,False
1991-07-14,Cameroon,Sierra Leone,1709.8341638427635,1511.0499096424082,1,0,African Cup of Nations qualification,False
1991-07-14,DR Congo,Uganda,1585.4701549519407,1597.8585229147582,1,0,African Cup of Nations qualification,False
1991-07-14,Chile,Paraguay,1706.5099099292647,1680.9609593714258,4,0,Copa América,False
1991-07-14,Gabon,Tanzania,1500.1736551241345,1428.6205640563608,1,0,African Cup of Nations qualification,False
1991-07-14,Argentina,Peru,1892.5449589140512,1482.0061687846996,3,2,Copa América,True
1991-07-15,Angola,Eswatini,1495.637316196731,1366.0411234202284,1,1,African Cup of Nations qualification,False
1991-07-15,Brazil,Ecuador,1837.4401609992005,1611.2124104711086,3,1,Copa América,True
1991-07-15,Colombia,Uruguay,1774.9461185658295,1751.9737521734444,0,1,Copa América,True
1991-07-15,Faroe Islands,Turkey,1565.76094369183,1525.1190481729182,1,1,Friendly,False
1991-07-17,Argentina,Brazil,1896.8458709243164,1853.4738827079827,3,2,Copa América,True
1991-07-17,Chile,Colombia,1737.1469199669145,1748.2955285914559,1,1,Copa América,False
1991-07-17,Iceland,Turkey,1485.534798304076,1528.9595326525996,5,1,Friendly,False
1991-07-19,Chile,Argentina,1730.889372534803,1918.7411166054558,0,0,Copa América,False
1991-07-19,Brazil,Colombia,1831.5786370268434,1754.5530760235674,2,0,Copa América,True
1991-07-21,Argentina,Colombia,1912.5510414698497,1725.2331489376957,2,1,Copa América,True
1991-07-21,Chile,Brazil,1737.079447670409,1860.8985641127151,0,2,Copa América,False
1991-07-24,Ivory Coast,Guinea,1719.792577665228,1536.0733390472433,0,0,Friendly,False
1991-07-26,Egypt,Tunisia,1689.5538005228643,1551.8582653963406,2,2,African Cup of Nations qualification,False
1991-07-26,Mauritania,Niger,1220.0402606461673,1463.5087770606606,0,1,African Cup of Nations qualification,False
1991-07-27,Japan,South Korea,1512.0852682860436,1759.2253003903252,0,1,Friendly,False
1991-07-27,Malawi,Zimbabwe,1436.2660046830802,1545.8046969589388,2,2,African Cup of Nations qualification,False
1991-07-27,Nigeria,Burkina Faso,1709.761416249188,1533.99994409244,7,1,African Cup of Nations qualification,False
1991-07-28,Sierra Leone,Mali,1504.9747561410218,1514.3272855536056,2,0,African Cup of Nations qualification,False
1991-07-28,Ivory Coast,Morocco,1713.0603744049317,1666.6899710466578,2,0,African Cup of Nations qualification,False
1991-07-28,Kenya,Sudan,1494.835550999542,1530.0033845893183,2,1,African Cup of Nations qualification,False
1991-07-28,Benin,Ghana,1307.4583424114917,1612.1660703140278,0,0,African Cup of Nations qualification,False
1991-07-28,Cameroon,Guinea,1715.90931734415,1542.8055423075396,1,0,African Cup of Nations qualification,False
1991-07-28,Zambia,Angola,1614.686082214638,1484.0589931959353,1,0,African Cup of Nations qualification,False
1991-07-28,Gabon,DR Congo,1511.0295931265748,1600.531071635358,0,0,African Cup of Nations qualification,False
1991-07-29,Tanzania,Uganda,1417.7646260539204,1582.7976062313408,1,1,African Cup of Nations qualification,False
1991-08-08,Czechoslovakia,Yugoslavia,1869.9303252381653,1883.9261814161387,0,0,Friendly,True
1991-08-08,Norway,Sweden,1684.861613830487,1776.3085238699546,1,2,Friendly,False
1991-08-11,Benin,Ivory Coast,1318.0446876558797,1731.119928851328,0,3,Friendly,False
1991-08-14,Poland,France,1730.2014129105137,1878.3785108962577,1,5,Friendly,False
1991-08-19,Malawi,Mozambique,1436.8149580309507,1461.0306968061245,1,0,Friendly,False
1991-08-20,Malawi,Mozambique,1444.667659107501,1453.1779957295741,2,0,Friendly,False
1991-08-21,Bulgaria,Turkey,1676.45241014947,1513.236018135898,0,0,Friendly,False
1991-08-21,Czechoslovakia,Switzerland,1870.3329406034873,1747.5958265271288,1,1,Friendly,False
1991-08-21,Poland,Sweden,1714.0348417430337,1786.5546518692884,2,0,Friendly,False
1991-08-28,Norway,Russia,1674.6154858311531,1888.6069903264124,0,1,UEFA Euro qualification,False
1991-08-28,Romania,United States,1779.8594120853647,1674.1455350729266,0,2,Friendly,False
1991-09-01,Ivory Coast,Benin,1736.07532500107,1313.0892915061377,1,0,Friendly,False
1991-09-04,Turkey,United States,1519.6326157700191,1697.1165144269978,1,1,Friendly,False
1991-09-04,Sweden,Yugoslavia,1772.7385991736662,1883.5235660508167,4,3,Friendly,False
1991-09-04,Spain,Uruguay,1800.8920643409956,1778.624342147818,2,1,Friendly,False
1991-09-04,Portugal,Austria,1728.959182698065,1616.6707052092409,1,1,Friendly,False
1991-09-04,Iceland,Denmark,1501.2583128207777,1784.3053820521052,0,0,Friendly,False
1991-09-04,Greece,Albania,1642.2306064127065,1327.8715383868434,0,2,Friendly,False
1991-09-04,Czechoslovakia,France,1864.6765351134184,1894.5450820637377,1,2,UEFA Euro qualification,False
1991-09-08,Mali,Guinea,1491.981522973466,1535.928919903397,0,0,Friendly,False
1991-09-09,Guam,Tahiti,1412.1476871554532,1828.1862672714044,0,15,South Pacific Games,True
1991-09-09,Papua New Guinea,Solomon Islands,1474.6028277012254,1427.3269694210514,0,0,South Pacific Games,False
1991-09-10,Fiji,New Caledonia,1620.3024709029594,1599.7151452993496,3,1,South Pacific Games,True
1991-09-10,Vanuatu,Wallis Islands and Futuna,1402.1328538637563,1370.456278113872,4,0,South Pacific Games,True
1991-09-11,Wales,Brazil,1718.43099158435,1895.8316995169612,1,0,Friendly,False
1991-09-11,Switzerland,Scotland,1753.2522320171977,1715.2440951031672,2,2,UEFA Euro qualification,False
1991-09-11,Solomon Islands,Wallis Islands and Futuna,1433.3300569322773,1344.888423628544,5,0,South Pacific Games,True
1991-09-11,Portugal,Finland,1723.5107683165998,1596.2690523957385,1,0,UEFA Euro qualification,False
1991-09-11,New Caledonia,Tahiti,1578.546826521515,1836.3335246651259,2,2,South Pacific Games,True
1991-09-11,Hungary,Republic of Ireland,1718.484669470122,1823.372431622474,1,2,Friendly,False
1991-09-11,Luxembourg,Belgium,1085.2867824203172,1750.1123621278036,0,2,UEFA Euro qualification,False
1991-09-11,Faroe Islands,Northern Ireland,1561.9204592121487,1573.6590639598178,0,5,UEFA Euro qualification,True
1991-09-11,England,Germany,1951.160839502995,1989.7302965699682,0,1,Friendly,False
1991-09-11,Netherlands,Poland,1871.4584406096046,1727.8508944386558,1,1,Friendly,False
1991-09-12,Papua New Guinea,Vanuatu,1468.5997401899995,1427.7007083490844,0,1,South Pacific Games,False
1991-09-12,Bermuda,Jamaica,1389.5093687924605,1422.606817821701,1,1,Friendly,False
1991-09-12,Fiji,Guam,1641.470789680794,1404.0004297617318,14,1,South Pacific Games,True
1991-09-14,United States,Jamaica,1694.9226009693782,1424.50897543418,1,0,Friendly,False
1991-09-14,Fiji,Tahiti,1659.7503935420955,1826.8785181218102,3,0,South Pacific Games,True
1991-09-14,Solomon Islands,Vanuatu,1455.8541744687777,1448.4708964539795,3,0,South Pacific Games,True
1991-09-15,Guam,New Caledonia,1385.7208259004303,1588.0018330648306,0,18,South Pacific Games,True
1991-09-15,Papua New Guinea,Wallis Islands and Futuna,1447.8295520851043,1322.3643060920435,5,0,South Pacific Games,False
1991-09-17,Fiji,Vanuatu,1697.736003416065,1422.7786455346256,3,1,South Pacific Games,True
1991-09-17,New Caledonia,Solomon Islands,1613.8695993789204,1481.5464253881316,1,4,South Pacific Games,True
1991-09-17,Wallis Islands and Futuna,Tahiti,1309.493007662779,1788.8929082478408,0,5,South Pacific Games,True
1991-09-18,Wallis Islands and Futuna,Guam,1305.9203620608348,1359.8530595863406,5,0,South Pacific Games,True
1991-09-20,New Caledonia,Vanuatu,1578.079004323337,1415.1105611897501,3,1,South Pacific Games,True
1991-09-20,Fiji,Solomon Islands,1705.4040877609405,1517.3370204437151,1,1,South Pacific Games,True
1991-09-21,Uganda,Zimbabwe,1579.09712347698,1545.2557436110683,1,2,Friendly,True
1991-09-21,Egypt,Nigeria,1677.6696802273664,1724.1900399416033,1,2,Friendly,False
1991-09-21,Botswana,Eswatini,1351.7941803840572,1377.6194464210241,2,1,Friendly,False
1991-09-22,Cameroon,Mali,1722.7859397482925,1490.3820524262567,1,0,Friendly,True
1991-09-22,Mauritius,Tunisia,1463.4874371484177,1563.7423856918385,0,3,Friendly,True
1991-09-23,Egypt,Zimbabwe,1666.142455181665,1556.226708116419,2,3,Friendly,False
1991-09-23,Nigeria,Uganda,1735.7172649873048,1568.1261589716291,8,1,Friendly,True
1991-09-24,Cameroon,Tunisia,1726.94330128119,1576.3282793271644,0,1,Friendly,True
1991-09-24,Mali,Mauritius,1486.2246908933591,1450.9015435130918,5,0,Friendly,True
1991-09-25,Nigeria,Zimbabwe,1748.1341950615843,1571.626924065127,1,0,Friendly,True
1991-09-25,Norway,Czechoslovakia,1660.9516267140627,1840.6933957874662,2,3,Friendly,False
1991-09-25,Iceland,Spain,1506.0880220966264,1807.511338477685,2,0,UEFA Euro qualification,False
1991-09-25,Russia,Hungary,1902.2708494435028,1708.6253412934195,2,2,UEFA Euro qualification,False
1991-09-25,Egypt,Uganda,1650.742239232957,1555.7092288973497,1,0,Friendly,False
1991-09-25,Bulgaria,Italy,1670.0558125153489,1934.2504648608437,2,1,Friendly,False
1991-09-25,Faroe Islands,Denmark,1523.2714020227531,1779.4756727762565,0,4,UEFA Euro qualification,True
1991-09-26,Cameroon,Mauritius,1712.8608390668217,1432.9279302721877,1,0,Friendly,True
1991-09-26,Mali,Tunisia,1504.1983041342633,1590.4107415415328,0,0,Friendly,True
1991-09-28,Cameroon,Nigeria,1716.188660925546,1753.450116210595,1,0,Friendly,True
1991-09-28,Egypt,Mali,1655.6524543818696,1506.6299923381582,0,0,Friendly,False
1991-09-28,Mauritius,Uganda,1429.6001084134634,1550.7990137484371,3,0,Friendly,True
1991-09-28,Tunisia,Zimbabwe,1587.9790533376379,1566.3110029161162,3,1,Friendly,True
1991-09-30,Botswana,Ghana,1359.691115025898,1601.5797250696398,0,0,Friendly,False
1991-09-30,Cameroon,Tunisia,1727.2570388177232,1602.0447793668234,1,0,Friendly,True
1991-09-30,Nigeria,Zimbabwe,1742.3817383184178,1552.2452768869307,3,0,Friendly,True
1991-10-05,Singapore,Indonesia,1414.6419275319586,1360.7114486352068,2,0,Friendly,False
1991-10-09,Austria,Denmark,1622.119119590706,1793.4413880200786,0,3,UEFA Euro qualification,False
1991-10-09,Finland,Greece,1587.7569108818775,1614.7597555595344,1,1,UEFA Euro qualification,False
1991-10-09,Hungary,Belgium,1722.3961981658476,1752.3489644997258,0,2,Friendly,False
1991-10-09,Switzerland,Sweden,1745.7008876419504,1783.0489158076427,3,1,Friendly,False
1991-10-12,Luxembourg,Portugal,1083.050180048395,1732.0229098304608,1,1,Friendly,False
1991-10-12,Russia,Italy,1888.4999925710747,1919.8475671649294,0,0,UEFA Euro qualification,False
1991-10-12,Spain,France,1761.8369821547417,1918.5282213896899,1,2,UEFA Euro qualification,False
1991-10-13,Algeria,Iran,1834.690820770717,1714.5819666911057,1,0,Friendly,False
1991-10-16,Poland,Republic of Ireland,1733.9019229311348,1833.2317597991766,3,3,UEFA Euro qualification,False
1991-10-16,Northern Ireland,Austria,1612.3081211492133,1594.2047368014028,2,1,UEFA Euro qualification,False
1991-10-16,Netherlands,Portugal,1865.4074121171257,1722.8367807618183,1,0,UEFA Euro qualification,False
1991-10-16,Romania,Scotland,1756.8884327312935,1722.7954394784144,1,0,UEFA Euro qualification,False
1991-10-16,Germany,Wales,2001.480212189559,1730.6226257503997,4,1,UEFA Euro qualification,False
1991-10-16,England,Turkey,1939.4109238834042,1521.8265292276387,1,0,UEFA Euro qualification,False
1991-10-16,Czechoslovakia,Albania,1848.4377125114336,1355.3423892400156,2,1,UEFA Euro qualification,False
1991-10-16,Cyprus,Iceland,1166.1124982727233,1551.7623784195698,1,1,Friendly,False
1991-10-16,Bulgaria,San Marino,1684.4587102112632,1398.0980258410866,4,0,UEFA Euro qualification,False
1991-10-16,Faroe Islands,Yugoslavia,1509.305686778931,1873.2132494168402,0,2,UEFA Euro qualification,True
1991-10-19,United States,North Korea,1697.0425904507174,1622.8006877982245,1,2,Friendly,False
1991-10-30,Brazil,Yugoslavia,1883.6400653509115,1879.7893261391498,3,1,Friendly,False
1991-10-30,Greece,Finland,1618.901051569076,1583.615614872336,2,0,UEFA Euro qualification,False
1991-10-30,Hungary,Norway,1704.4123356647822,1653.2073099900954,0,0,UEFA Euro qualification,False
1991-10-31,Ghana,Senegal,1597.7086920386578,1633.5093216029122,2,3,Friendly,True
1991-10-31,Ivory Coast,Nigeria,1737.0143559218127,1751.158664472611,2,0,Friendly,False
1991-11-02,Ivory Coast,Senegal,1748.3813184565968,1642.482528164345,1,0,Friendly,False
1991-11-02,Ghana,Nigeria,1588.735485477225,1739.791701937827,1,0,Friendly,True
1991-11-09,Tanzania,Kenya,1421.4651088082812,1511.1462334712744,1,1,Friendly,False
1991-11-13,Turkey,Republic of Ireland,1519.892021521092,1833.2703374422708,1,3,UEFA Euro qualification,False
1991-11-13,Austria,Yugoslavia,1580.7530145455582,1869.1439993967422,0,2,UEFA Euro qualification,False
1991-11-13,Cyprus,Russia,1172.874971322909,1884.5986848661446,0,3,UEFA Euro qualification,False
1991-11-13,Denmark,Northern Ireland,1821.355770809382,1625.7598434050578,2,1,UEFA Euro qualification,False
1991-11-13,Italy,Norway,1923.7488748698595,1661.4005176280275,1,1,UEFA Euro qualification,False
1991-11-13,Poland,England,1733.8633452880406,1941.345431589951,1,1,UEFA Euro qualification,False
1991-11-13,Romania,Switzerland,1769.5311509917206,1758.0249273289953,1,0,UEFA Euro qualification,False
1991-11-13,Scotland,San Marino,1710.1527212179874,1390.7773024569067,4,0,UEFA Euro qualification,False
1991-11-13,Spain,Czechoslovakia,1745.0717350265138,1849.7119820748994,2,1,UEFA Euro qualification,False
1991-11-13,Wales,Luxembourg,1723.2195982453948,1092.2363091170375,1,0,UEFA Euro qualification,False
1991-11-15,Lithuania,Estonia,1353.230430752753,1211.4731301277163,4,1,Baltic Cup,False
1991-11-16,Estonia,Latvia,1201.0181866530452,1373.385859240575,0,2,Baltic Cup,True
1991-11-16,Tanzania,Kenya,1421.1681949987726,1511.443147280783,1,2,Friendly,False
1991-11-17,Lithuania,Latvia,1363.685374227424,1385.557108876623,1,1,Baltic Cup,False
1991-11-20,Belgium,Germany,1770.3328270007912,2008.883239694564,0,1,UEFA Euro qualification,False
1991-11-20,Bulgaria,Romania,1691.7794335954432,1783.3240056130633,1,1,UEFA Euro qualification,False
1991-11-20,France,Iceland,1935.2934685179177,1544.9999053693841,3,1,UEFA Euro qualification,False
1991-11-20,Mexico,Uruguay,1821.6634426243538,1772.0050680111285,1,1,Friendly,False
1991-11-20,Portugal,Greece,1714.9009351155091,1637.7762112066678,1,0,UEFA Euro qualification,False
1991-11-22,Cape Verde,Guinea-Bissau,1415.1689340378534,1471.0980761424407,2,1,Amílcar Cabral Cup,True
1991-11-23,Gambia,Mali,1326.4478534603404,1512.7788780596666,1,0,Amílcar Cabral Cup,True
1991-11-23,Ivory Coast,Niger,1753.0635139845863,1475.6895289442439,5,2,Friendly,False
1991-11-23,Kenya,Zambia,1521.7229835751816,1623.068372325627,0,1,CECAFA Cup,True
1991-11-24,United States,Costa Rica,1682.4095635125957,1579.7259711145975,1,1,Friendly,False
1991-11-24,Sudan,Tanzania,1513.692702117586,1410.888358704374,1,1,CECAFA Cup,True
1991-11-24,Guinea,Sierra Leone,1537.5283904506064,1527.3205187211613,0,1,Amílcar Cabral Cup,True
1991-11-24,Senegal,Guinea-Bissau,1637.8003326363555,1453.7040644911706,4,0,Amílcar Cabral Cup,False
1991-11-25,Malawi,Zanzibar,1455.8065680434254,1239.2404384765832,1,0,CECAFA Cup,True
1991-11-25,Singapore,Thailand,1423.3994173042356,1447.375230415529,0,0,Southeast Asian Games,True
1991-11-26,Gambia,Guinea,1348.8006282410754,1522.0878079676938,0,0,Amílcar Cabral Cup,True
1991-11-26,Mali,Sierra Leone,1490.4261032789316,1542.7611012040738,1,1,Amílcar Cabral Cup,True
1991-11-26,Indonesia,Malaysia,1351.9539588629298,1418.951593715531,2,0,Southeast Asian Games,True
1991-11-26,Philippines,Vietnam,1061.5170643368633,1498.0659263436116,2,2,Southeast Asian Games,False
1991-11-27,Zambia,Zanzibar,1633.8129535994672,1232.5420463751107,3,2,CECAFA Cup,True
1991-11-27,Thailand,Myanmar,1446.341751343676,1407.1365248935451,4,0,Southeast Asian Games,True
1991-11-27,Uganda,Sudan,1527.4304752667651,1509.3794339609321,2,0,CECAFA Cup,False
1991-11-27,Senegal,Cape Verde,1646.9743352531325,1432.5629456891236,0,0,Amílcar Cabral Cup,False
1991-11-27,Malta,Libya,1322.7555326851557,1636.1566709624037,2,0,Friendly,False
1991-11-27,Costa Rica,Mexico,1584.9770780921326,1817.6039516566402,1,1,Friendly,True
1991-11-27,Tunisia,Ivory Coast,1595.500353173845,1756.6426866763209,5,3,Friendly,False
1991-11-28,Gambia,Sierra Leone,1355.7177563322361,1540.5185533032181,0,0,Amílcar Cabral Cup,True
1991-11-28,Guinea,Mali,1515.170679876533,1492.6686511797873,0,2,Amílcar Cabral Cup,True
1991-11-28,Kenya,Malawi,1510.9784023013415,1462.504960144898,1,0,CECAFA Cup,True
1991-11-28,Indonesia,Vietnam,1378.739748037299,1486.844167419788,1,0,Southeast Asian Games,True
1991-11-28,Philippines,Malaysia,1072.738823260687,1392.1658045411618,1,0,Southeast Asian Games,False
1991-11-29,Singapore,Myanmar,1424.4328963760886,1382.1717959208174,2,1,Southeast Asian Games,True
1991-11-30,Senegal,Gambia,1636.1938508736935,1363.020231849898,2,0,Amílcar Cabral Cup,False
1991-11-30,Malaysia,Vietnam,1368.778905912429,1467.3219298165486,2,1,Southeast Asian Games,True
1991-11-30,Philippines,Indonesia,1096.1257218894198,1398.2619856405383,1,2,Southeast Asian Games,False
1991-11-30,Cape Verde,Sierra Leone,1443.3434300685626,1533.2160777855563,0,0,Amílcar Cabral Cup,True
1991-11-30,Kenya,Zanzibar,1523.8991093936777,1229.8328581121402,3,2,CECAFA Cup,True
1991-11-30,Uganda,Tanzania,1542.5666893197301,1415.2016268610278,5,0,CECAFA Cup,False
1991-12-01,Malawi,Zambia,1449.5842530525617,1636.5221418624376,0,0,CECAFA Cup,True
1991-12-02,Indonesia,Singapore,1405.4024536194663,1437.6172835517546,0,0,Southeast Asian Games,True
1991-12-02,Senegal,Cape Verde,1640.8964987668214,1447.139256846269,1,0,Amílcar Cabral Cup,False
1991-12-02,Philippines,Thailand,1088.9852539104918,1471.3064803164036,2,6,Southeast Asian Games,False
1991-12-03,Egypt,Poland,1649.5035686603612,1739.8604096298009,4,0,Friendly,False
1991-12-04,Philippines,Singapore,1079.7325296822012,1436.2304296749624,0,2,Southeast Asian Games,False
1991-12-04,Indonesia,Thailand,1406.7893074962585,1480.5592045446942,0,0,Southeast Asian Games,True
1991-12-04,Uganda,Kenya,1555.3277663713438,1528.5614216014246,1,3,CECAFA Cup,False
1991-12-04,Mexico,Hungary,1811.757087610851,1696.21912802685,3,0,Friendly,False
1991-12-04,Morocco,Mali,1648.6304166002615,1516.6238530735616,3,0,Friendly,False
1991-12-04,Greece,Netherlands,1627.1720908057978,1873.3432577634348,0,2,UEFA Euro qualification,False
1991-12-05,Egypt,Poland,1667.733291450285,1721.6306868398772,0,0,Friendly,False
1991-12-05,Sudan,Zambia,1494.2432199079672,1629.1494791708328,2,3,CECAFA Cup,True
1991-12-07,Kenya,Zambia,1558.9249504307732,1638.6011839558541,0,2,CECAFA Cup,True
1991-12-07,Uganda,Sudan,1524.9642375419953,1484.7915151229458,3,1,CECAFA Cup,False
1991-12-08,El Salvador,Hungary,1461.1508759584362,1688.3683529291957,1,1,Friendly,False
1991-12-09,Kuwait,Poland,1596.4440304424395,1722.949892817676,0,2,Friendly,False
1991-12-16,Algeria,Senegal,1839.0860794371704,1645.5658197247762,3,1,Friendly,False
1991-12-18,Germany,Luxembourg,2021.3051452474779,1091.6499172057204,4,0,UEFA Euro qualification,False
1991-12-18,Brazil,Czechoslovakia,1894.2853920933192,1829.4448838638757,2,1,Friendly,False
1991-12-21,Egypt,Romania,1666.414085472486,1783.8106431033066,3,1,Friendly,False
1991-12-21,Italy,Cyprus,1908.1680853563303,1170.8652423722735,2,0,UEFA Euro qualification,False
1991-12-22,Malta,Greece,1345.961872720319,1609.0980549012659,1,1,UEFA Euro qualification,False
1991-12-22,Pakistan,India,1242.74646771589,1371.5441071941225,0,0,South Asian Games,True
1991-12-22,Sri Lanka,Nepal,1174.9032419654557,1178.000691621575,2,2,South Asian Games,False
1991-12-24,Egypt,Romania,1682.1645281906476,1768.060200385145,1,1,Friendly,False
1991-12-24,Pakistan,Bangladesh,1248.0656487162578,1304.5365797865018,1,0,South Asian Games,True
1991-12-24,Maldives,Nepal,1233.165783483763,1182.0791026956074,1,0,South Asian Games,True
1991-12-25,Tunisia,Cameroon,1613.1131628836358,1733.8014650107016,2,2,Friendly,False
1991-12-26,Sri Lanka,Maldives,1170.8248308914233,1245.9759532568726,0,1,South Asian Games,False
1991-12-26,Bangladesh,India,1287.1197787384174,1366.2249261937548,2,1,South Asian Games,True
1991-12-26,Morocco,Algeria,1655.9189892500324,1843.7607812928825,1,1,Friendly,False
1991-12-28,Bangladesh,Nepal,1305.4772062050613,1169.268932922498,2,0,South Asian Games,True
1991-12-29,Pakistan,Maldives,1265.4824497643422,1262.0469400509376,2,0,South Asian Games,True
1991-12-30,Malawi,Zambia,1456.9569157441665,1656.0299249075968,0,2,Friendly,False
1992-01-04,Egypt,Czechoslovakia,1681.7587958610393,1823.8627548979891,2,0,Friendly,False
1992-01-05,DR Congo,Ivory Coast,1601.1352312421204,1739.02987696653,2,0,Friendly,False
1992-01-05,Guyana,Barbados,1335.680849988748,1405.8492947787165,0,2,Friendly,False
1992-01-07,Egypt,Norway,1698.5677233760666,1676.9813071415567,0,0,Friendly,False
1992-01-12,Cameroon,Morocco,1733.2067105824608,1658.3947504209766,1,0,African Cup of Nations,True
1992-01-12,Senegal,Nigeria,1640.8911178690641,1725.6986630252534,1,2,African Cup of Nations,False
1992-01-13,Egypt,Zambia,1695.2043773370672,1666.8648832303336,0,1,African Cup of Nations,True
1992-01-13,Algeria,Ivory Coast,1841.2850201219383,1722.4002904238025,0,3,African Cup of Nations,True
1992-01-14,Morocco,DR Congo,1638.6962209951196,1617.764817784848,1,1,African Cup of Nations,True
1992-01-14,Nigeria,Kenya,1751.7911518048822,1541.4962094790305,2,1,African Cup of Nations,True
1992-01-15,Ivory Coast,Congo,1780.5624249724146,1589.4205289561949,0,0,African Cup of Nations,True
1992-01-15,Portugal,Spain,1725.5050555163791,1765.3388332375375,0,0,Friendly,False
1992-01-15,Zambia,Ghana,1693.8995633216703,1602.8285243897985,0,1,African Cup of Nations,True
1992-01-16,Cameroon,DR Congo,1752.9052400083178,1619.2691337795118,1,1,African Cup of Nations,True
1992-01-16,Senegal,Kenya,1614.7986290894353,1530.016066222749,3,0,African Cup of Nations,False
1992-01-17,Algeria,Congo,1783.1228855733261,1601.9363558233142,1,1,African Cup of Nations,True
1992-01-17,Egypt,Ghana,1668.1696972457305,1634.2355408503354,0,1,African Cup of Nations,True
1992-01-19,Senegal,Cameroon,1637.2514941097518,1743.7370783737638,0,1,African Cup of Nations,False
1992-01-19,Nigeria,DR Congo,1763.2712950611635,1628.4372954140658,1,0,African Cup of Nations,True
1992-01-20,Ivory Coast,Zambia,1768.0465981052953,1662.4925468611334,1,0,African Cup of Nations,True
1992-01-20,Ghana,Congo,1661.6695648123796,1613.9077154230097,2,1,African Cup of Nations,True
1992-01-23,Cameroon,Ivory Coast,1768.2704572702603,1785.6767363167542,0,0,African Cup of Nations,True
1992-01-23,Nigeria,Ghana,1779.0286248381185,1683.2543101511817,1,2,African Cup of Nations,True
1992-01-25,Cameroon,Nigeria,1769.5218928941285,1747.30652073143,1,2,African Cup of Nations,True
1992-01-25,United States,Russia,1677.1584565350606,1886.60841381678,0,1,Friendly,False
1992-01-26,Australia,Sweden,1710.4172247581273,1770.7248761205979,0,0,Friendly,False
1992-01-26,Ghana,Ivory Coast,1714.9764142578701,1784.425300692886,0,0,African Cup of Nations,True
1992-01-29,Albania,Greece,1354.0681196765497,1600.3414440961938,1,0,Friendly,False
1992-01-29,Australia,Sweden,1709.2797315453658,1771.8623693333593,1,0,Friendly,False
1992-01-29,El Salvador,Russia,1464.657171125717,1893.558422315264,0,3,Friendly,False
1992-02-02,United States,Russia,1670.2084480365768,1898.1387944955375,2,1,Friendly,False
1992-02-02,Australia,Sweden,1718.2069177242358,1762.9351831544893,1,0,Friendly,False
1992-02-04,Bermuda,Norway,1387.6072111799815,1680.3446531805562,1,3,Friendly,False
1992-02-10,Malta,Iceland,1354.718483525391,1541.6322280943202,1,0,Malta International Tournament,False
1992-02-12,Costa Rica,United States,1590.823942137922,1683.7327257660563,0,0,Friendly,False
1992-02-12,Greece,Romania,1586.363647357678,1768.4659327147533,1,0,Friendly,False
1992-02-12,Israel,Russia,1574.840716391459,1884.614516766058,1,2,Friendly,False
1992-02-12,Portugal,Netherlands,1723.7904379537274,1891.4172936679668,2,0,Friendly,False
1992-02-12,Turkey,Finland,1506.3033207271892,1564.740455234744,1,1,Friendly,False
1992-02-18,El Salvador,United States,1460.0767989454434,1683.9367990434525,2,0,Friendly,False
1992-02-19,Spain,Russia,1767.0534508001892,1889.2171955671433,1,1,Friendly,False
1992-02-19,Italy,San Marino,1908.6482658327916,1384.6196246054749,4,0,Friendly,False
1992-02-19,Scotland,Northern Ireland,1716.3103990694192,1619.589518795657,1,0,Friendly,False
1992-02-19,England,France,1935.3483672481907,1938.6611457929816,2,0,Friendly,False
1992-02-19,Republic of Ireland,Wales,1846.8590382361735,1723.805990156712,0,1,Friendly,False
1992-02-22,Tunisia,Nigeria,1613.7079173118766,1773.9028703171405,1,1,Friendly,False
1992-02-26,Brazil,United States,1899.8675210592057,1663.8049176827042,3,0,Friendly,False
